,loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,customer_lifetime_value,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month
3718,232884,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,48207.0,Married,Aurora,,Standard,,,,
3719,572663,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Aurora,,Standard,,,,
3720,212350,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Married,Aurora,,Standard,,,,
3721,352501,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,80381.0,Married,Aurora,,Standard,,,,
3722,328623,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,62214.0,Divorced,Aurora,,Standard,,,,
3723,634900,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,62214.0,Divorced,Aurora,,Standard,,,,
3724,824712,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,62475.0,Married,Aurora,,Standard,,,,2.0
3725,115705,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,71498.0,Married,Aurora,,Standard,,,,
3726,135421,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,91156.0,Married,Aurora,,Standard,,,,
3727,396471,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,64913.0,Married,Aurora,,Standard,,,,
3728,408915,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,64913.0,Married,Aurora,,Standard,,,,
3729,491310,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,89248.0,Divorced,Aurora,,Standard,,,,
3730,505798,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,89248.0,Divorced,Aurora,,Standard,,,,
3731,252271,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Divorced,Aurora,,Standard,,,,
3732,428765,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Divorced,Aurora,,Standard,,,,
3733,703972,Canada,Ontario,Sudbury,M5V 1G5,Female,College,,Divorced,Aurora,,Standard,,,2014.0,
3734,824163,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Divorced,Aurora,,Standard,,,,
3735,757834,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,62247.0,Married,Aurora,,Standard,,,,
3736,244398,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Divorced,Aurora,,Standard,,,,
3737,868154,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Aurora,,Standard,,,,
3738,107037,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,62780.0,Married,Aurora,,Standard,,,,
3739,219160,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,62780.0,Married,Aurora,,Standard,,,,
3740,448273,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,79725.0,Married,Aurora,,Standard,,,,
3741,731286,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,94987.0,Single,Aurora,,Standard,,,,
3742,755145,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,104928.0,Single,Aurora,,Standard,,,,
3743,172200,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,90265.0,Married,Star,,2018 Promotion,,,,
3744,546177,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Married,Aurora,,Standard,,,,
3745,937911,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Aurora,,Standard,,,,
3746,667157,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,72473.0,Married,Aurora,,Standard,,,,
3747,472692,Canada,Ontario,London,M5B 3E4,Male,High School or Below,45654.0,Single,Aurora,,Standard,,,,
3748,566951,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,82081.0,Married,Aurora,,Standard,,,,
3749,716548,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Aurora,,Standard,,,,
3750,936273,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,73746.0,Married,Aurora,,Standard,,,,
3751,424216,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,,Divorced,Aurora,,Standard,,,,
3752,962989,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Divorced,Aurora,,Standard,,,2018.0,
3753,823998,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Aurora,,Standard,,,,
3754,745870,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,96734.0,Married,Aurora,,Standard,,,,
3755,363983,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Aurora,,Standard,,,,
3756,189613,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Single,Aurora,,Standard,,,,
3757,494515,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,84750.0,Married,Aurora,,Standard,,,,
3758,695564,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,76948.0,Married,Aurora,,Standard,,,2015.0,
3759,553879,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,98692.0,Married,Aurora,,Standard,,,,
3760,573830,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,56850.0,Single,Aurora,,Standard,,,,
3761,968497,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,55876.0,Married,Aurora,,Standard,,,,
3762,792277,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Doctor,100190.0,Married,Aurora,,Standard,,,2015.0,
3763,793384,Canada,Quebec,Montreal,H2Y 4R4,Female,Doctor,100190.0,Married,Aurora,,Standard,,,,
3764,430197,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Aurora,,Standard,,,,
3765,447387,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Married,Aurora,,Standard,,,,
3766,772362,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Single,Aurora,,Standard,,,,
3767,447675,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,79418.0,Married,Aurora,,Standard,,,,
3768,413659,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Single,Aurora,,Standard,,,,
3769,675956,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Aurora,,Standard,,,,
3770,396920,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Aurora,,Standard,,,,
3771,319947,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,47940.0,Married,Aurora,,Standard,,,,
3772,276037,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,74971.0,Married,Aurora,,Standard,,,,
3773,758840,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,74971.0,Married,Aurora,,Standard,,,,
3774,166846,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Aurora,,Standard,,,,
3775,314372,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,80201.0,Married,Aurora,,Standard,,,,
3776,727573,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Aurora,,Standard,,,,
3777,153395,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,63192.0,Divorced,Aurora,,Standard,,,,
3778,522677,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,55890.0,Divorced,Aurora,,Standard,,,,
3779,184678,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,48521.0,Divorced,Aurora,,Standard,,,2018.0,
3780,449555,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,48521.0,Divorced,Aurora,,Standard,,,,
3781,528226,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,48521.0,Divorced,Aurora,,Standard,,,,
3782,644265,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,48521.0,Divorced,Aurora,,Standard,,,,
3783,842835,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,48521.0,Divorced,Aurora,,Standard,,,2016.0,
3784,953614,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,48521.0,Divorced,Aurora,,Standard,,,,
3785,390880,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,86077.0,Married,Aurora,,Standard,,,,
3786,676877,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,86077.0,Married,Aurora,,Standard,,,,
3787,415446,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,57753.0,Married,Aurora,,Standard,,,,
3788,282678,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57974.0,Single,Aurora,,Standard,,,,
3789,815850,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,57974.0,Single,Aurora,,Standard,,,,
3790,828182,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,61100.0,Married,Aurora,,Standard,,,,
3791,687262,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Single,Aurora,,Standard,,,,
3792,472373,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Divorced,Aurora,,Standard,,,,
3793,131253,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,73796.0,Single,Aurora,,Standard,,,,
3794,194480,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,48579.0,Married,Aurora,,Standard,,,,
3795,376484,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,48579.0,Married,Aurora,,Standard,,,,
3796,684305,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Aurora,,Standard,,,,3.0
3797,863374,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,68454.0,Married,Aurora,,Standard,,,2016.0,
3798,905161,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,83497.0,Divorced,Aurora,,Standard,,,,
3799,278164,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,60216.0,Single,Aurora,,Standard,,,,
3800,561801,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,44595.0,Married,Star,,2018 Promotion,,,,
3801,652431,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Single,Aurora,,Standard,,,,
3802,277375,Canada,Ontario,Toronto,M2M 7K8,Female,High School or Below,73956.0,Married,Aurora,,Standard,,,,
3803,678925,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Aurora,,Standard,,,,
3804,703507,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,69609.0,Married,Aurora,,Standard,,,,
3805,133128,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,33784.0,Married,Star,,2018 Promotion,,,,
3806,400802,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,83641.0,Divorced,Aurora,,Standard,,,,
3807,640831,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,83641.0,Divorced,Aurora,,Standard,,,,
3808,670002,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Married,Aurora,,Standard,,,,
3809,550434,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,78559.0,Married,Aurora,,Standard,,,,
3810,492505,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,69483.0,Divorced,Aurora,,Standard,,,,
3811,548037,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,56714.0,Married,Aurora,,Standard,,,,
3812,596173,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,56714.0,Married,Aurora,,Standard,,,2016.0,
3813,569940,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,80129.0,Married,Aurora,,Standard,,,,
3814,987530,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,94226.0,Single,Aurora,,Standard,,,,
3815,396155,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Aurora,,Standard,,,,
3816,605134,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Aurora,,Standard,,,,
3817,137850,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,99788.0,Married,Aurora,,Standard,,,,
3818,512169,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,99788.0,Married,Aurora,,Standard,,,2016.0,
3819,661411,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,99788.0,Married,Aurora,,Standard,,,,
3820,711565,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,99788.0,Married,Aurora,,Standard,,,,
3821,241677,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,50057.0,Married,Aurora,,Standard,,,,
3822,825484,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,88294.0,Divorced,Aurora,,Standard,,,,
3823,216666,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Aurora,,Standard,,,2014.0,
3824,721494,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,99850.0,Single,Aurora,,Standard,,,,
3825,118376,Canada,British Columbia,Kelowna,V09 2E9,Female,College,,Married,Aurora,,Standard,,,2018.0,
3826,905806,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Married,Aurora,,Standard,,,,
3827,197086,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,97051.0,Married,Aurora,,Standard,,,,
3828,304080,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,72936.0,Divorced,Aurora,,Standard,,,,
3829,775520,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Doctor,78583.0,Single,Aurora,,Standard,,,2017.0,
3830,409051,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Single,Aurora,,Standard,,,,
3831,590280,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Aurora,,Standard,,,,
3832,737842,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Aurora,,Standard,,,,
3833,296095,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,,Standard,,,,
3834,430097,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,53080.0,Married,Aurora,,Standard,,,,
3835,432366,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,53080.0,Married,Aurora,,Standard,,,,
3836,175169,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,93451.0,Single,Aurora,,Standard,,,,
3837,117915,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,75996.0,Married,Star,,2018 Promotion,,,,
3838,406411,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,99286.0,Married,Aurora,,Standard,,,,
3839,258166,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Married,Aurora,,Standard,,,,
3840,357298,Canada,Ontario,Toronto,P1L 8X8,Female,High School or Below,51930.0,Married,Aurora,,Standard,,,,
3841,730214,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,46768.0,Divorced,Aurora,,Standard,,,,
3842,811333,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,82937.0,Married,Aurora,,Standard,,,,
3843,157751,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Aurora,,Standard,,,,
3844,789149,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,76797.0,Married,Aurora,,Standard,,,,
3845,667398,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Married,Aurora,,Standard,,,2017.0,
3846,540112,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,67500.0,Married,Aurora,,Standard,,,,
3847,744746,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Aurora,,Standard,,,2015.0,
3848,823113,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Married,Aurora,,Standard,,,,
3849,382889,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,70548.0,Divorced,Star,,2018 Promotion,,,,
3850,467222,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Aurora,,Standard,,,,
3851,204424,Canada,Nova Scotia,Halifax,B3C 2M8,Female,College,,Married,Aurora,,Standard,,,,
3852,477219,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Aurora,,Standard,,,,
3853,817298,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,47930.0,Single,Aurora,,Standard,,,,
3854,106757,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Aurora,,Standard,,,,
3855,210755,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Aurora,,Standard,,,,
3856,272476,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Married,Aurora,,Standard,,,,
3857,476648,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Aurora,,Standard,,,,
3858,676669,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,75978.0,Divorced,Aurora,,Standard,,,,
3859,922815,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,75978.0,Divorced,Aurora,,Standard,,,,
3860,947026,Canada,New Brunswick,Moncton,E1A 2A7,Male,Doctor,66360.0,Married,Aurora,,Standard,,,,
3861,162155,Canada,Alberta,Peace River,T9O 2W2,Female,College,,Single,Aurora,,Standard,,,2016.0,
3862,234807,Canada,Ontario,Toronto,M2P 4F6,Female,Master,114567.0,Single,Aurora,,Standard,,,,
3863,715271,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,114567.0,Single,Aurora,,Standard,,,,
3864,876243,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,69375.0,Married,Aurora,,Standard,,,2015.0,
3865,496329,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,77546.0,Married,Aurora,,Standard,,,,
3866,881428,Canada,Ontario,London,M5B 3E4,Male,Bachelor,53928.0,Married,Aurora,,Standard,,,2016.0,
3867,259446,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,57608.0,Married,Aurora,,Standard,,,,
3868,695987,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,67109.0,Divorced,Aurora,,Standard,,,,
3869,465476,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,69267.0,Married,Aurora,,Standard,,,2015.0,
3870,375371,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,63372.0,Married,Aurora,,Standard,,,,
3871,414433,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,89230.0,Divorced,Aurora,,Standard,,,,
3872,107296,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,74457.0,Married,Aurora,,Standard,,,,
3873,521043,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,88479.0,Married,Aurora,,Standard,,,,
3874,481851,Canada,Ontario,London,M5B 3E4,Female,Bachelor,75943.0,Married,Aurora,,Standard,,,,
3875,885763,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,51209.0,Married,Aurora,,Standard,,,,
3876,488647,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,91037.0,Married,Aurora,,Standard,,,,
3877,324049,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Aurora,,Standard,,,2016.0,
3878,968842,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,80825.0,Married,Aurora,,Standard,,,2017.0,
3879,503832,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,48367.0,Married,Star,,2018 Promotion,,,,
3880,686232,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,49610.0,Married,Aurora,,Standard,,,,
3881,835240,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Married,Aurora,,Standard,,,,
3882,916269,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Married,Aurora,,Standard,,,,
3883,942952,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Married,Aurora,,Standard,,,2014.0,
3884,965713,Canada,Ontario,Toronto,M2M 6J7,Female,College,,Married,Aurora,,Standard,,,,
3885,356237,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Divorced,Star,,2018 Promotion,,,,
3886,504564,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,76123.0,Single,Aurora,,Standard,,,,
3887,519419,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,76123.0,Single,Aurora,,Standard,,,,
3888,671115,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,59386.0,Single,Aurora,,Standard,,,,
3889,471000,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,93296.0,Married,Aurora,,Standard,,,,
3890,677404,Canada,Quebec,Montreal,H2Y 2W2,Female,Doctor,217158.0,Married,Aurora,,Standard,,,,
3891,772194,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,68785.0,Single,Aurora,,Standard,,,,
3892,869804,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Aurora,,Standard,,,,
3893,983440,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Married,Aurora,,Standard,,,,
3894,851901,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Single,Aurora,,Standard,,,,
3895,337148,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,67819.0,Single,Aurora,,Standard,,,,
3896,847704,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,67819.0,Single,Aurora,,Standard,,,,
3897,295561,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Aurora,,Standard,,,2017.0,
3898,248265,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,48398.0,Married,Aurora,,Standard,,,,
3899,875789,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Aurora,,Standard,,,,
3900,822995,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,82651.0,Married,Aurora,,Standard,,,,
3901,219779,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,48770.0,Married,Aurora,,Standard,,,,
3902,155348,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,126075.0,Divorced,Aurora,,Standard,,,2016.0,
3903,205697,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,113785.0,Married,Aurora,,Standard,,,,
3904,827215,Canada,Ontario,London,M5B 3E4,Male,Master,113785.0,Married,Aurora,,Standard,,,,
3905,411420,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,84504.0,Single,Aurora,,Standard,,,,
3906,179153,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,69546.0,Married,Aurora,,Standard,,,,
3907,205826,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,69546.0,Married,Aurora,,Standard,,,,
3908,602931,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,83510.0,Married,Aurora,,Standard,,,,
3909,346560,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,97314.0,Married,Aurora,,Standard,,,2018.0,
3910,277855,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Aurora,,Standard,,,,
3911,348600,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Aurora,,Standard,,,,
3912,863219,Canada,Ontario,Ottawa,K1F 2R2,Male,Doctor,173930.0,Married,Aurora,,Standard,,,,
3913,524055,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,93982.0,Single,Aurora,,Standard,,,,
3914,825730,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,93982.0,Single,Aurora,,Standard,,,2016.0,
3915,859516,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,103223.0,Married,Aurora,,Standard,,,,
3916,737534,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,62440.0,Married,Aurora,,Standard,,,,
3917,677217,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,82573.0,Single,Aurora,,Standard,,,,
3918,600432,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,75681.0,Married,Aurora,,Standard,,,,
3919,170152,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,74689.0,Married,Aurora,,Standard,,,,
3920,958283,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,74689.0,Married,Aurora,,Standard,,,,
3921,705020,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,75982.0,Married,Aurora,,Standard,,,,
3922,194722,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,64630.0,Single,Aurora,,Standard,,,,
3923,225486,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,63271.0,Married,Aurora,,Standard,,,,
3924,885871,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,63271.0,Married,Aurora,,Standard,,,,
3925,670751,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,58642.0,Single,Aurora,,Standard,,,,
3926,347914,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,56601.0,Married,Aurora,,Standard,,,,4.0
3927,167569,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,52455.0,Married,Star,,2018 Promotion,,,,
3928,283326,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,62617.0,Married,Star,,2018 Promotion,,,,
3929,796900,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,87782.0,Married,Aurora,,Standard,,,,
3930,823567,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,87782.0,Married,Aurora,,Standard,,,,
3931,921777,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,87782.0,Married,Aurora,,Standard,,,2018.0,
3932,603070,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,-19325.0,Single,Star,,2018 Promotion,,,,
3933,107993,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,52414.0,Married,Aurora,,Standard,,,,
3934,412186,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Aurora,,Standard,,,,
3935,670131,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,96798.0,Married,Aurora,,Standard,,,,
3936,143151,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Married,Aurora,,Standard,,,,
3937,643643,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Married,Aurora,,Standard,,,,
3938,955750,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,61057.0,Married,Aurora,,Standard,,,,
3939,577398,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,93641.0,Married,Aurora,,Standard,,,,
3940,736685,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,90194.0,Married,Aurora,,Standard,,,,
3941,844477,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,82969.0,Married,Aurora,,Standard,,,2014.0,
3942,781963,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,79614.0,Married,Aurora,,Standard,,,2018.0,
3943,398965,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,47587.0,Divorced,Aurora,,Standard,,,,
3944,410202,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,47587.0,Divorced,Aurora,,Standard,,,,
3945,555745,Canada,Alberta,Edmonton,T9G 1W3,Male,High School or Below,47587.0,Divorced,Aurora,,Standard,,,,
3946,977550,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,47587.0,Divorced,Aurora,,Standard,,,,
3947,448812,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,,Single,Aurora,,Standard,,,,
3948,436282,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,56046.0,Married,Aurora,,Standard,,,2016.0,
3949,636213,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Single,Aurora,,Standard,,,,
3950,864128,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Aurora,,Standard,,,,
3951,424098,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,,Standard,,,,
3952,740083,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,85831.0,Married,Aurora,,Standard,,,,
3953,292384,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Aurora,,Standard,,,,
